marker_id	majority_annotation	majority_count	total_proteins
OG7507	Late protein H7, poxvirus [PFAM:Late protein H7]	19	19
OG7510	Poxvirus G3 [PFAM:Chordopoxvirus G3 protein]	19	19
OG7528	Phosphoprotein F17 [PFAM:DNA-binding 11 kDa phosphoprotein]	16	16
OG7532	Poxvirus I5 [PFAM:Poxvirus protein I5]	16	16
OG758	Tetratricopeptide-like helical domain superfamily	24	60
OG762	Protein of unknown function DUF5762 [PFAM:Family of unknown function (DUF5762)]	119	138
OG764	Peptidase M24, methionine aminopeptidase [PFAM:Metallopeptidase family M24]	11	13
OG765	RNA polymerase Rpb7-like, N-terminal domain superfamily	67	102
OG7658	Poxvirus I2 [PFAM:Poxvirus entry protein complex L1 and I2]	20	20
OG7672	RNA polymerase, 22kDa subunit, poxviral [PFAM:Poxvirus RNA polymerase 22 kDa subunit]	9	9
OG769	Coil	2	5
OG77	Cryptochrome/DNA photolyase class 1 [PFAM:DNA photolyase;FAD binding domain of DNA photolyase]	2	2
OG774	consensus disorder prediction	7	11
OG777	P-loop containing nucleoside triphosphate hydrolase [PFAM:AAA domain]	21	25
OG7829	Zinc finger, RING/FYVE/PHD-type	13	27
OG7838	consensus disorder prediction	2	2
OG786	Coil	16	19
OG7864	Poxvirus E2/O1 [PFAM:Poxviridae protein]	13	20
OG787	Protein kinase-like domain superfamily	76	92
OG795	Coil	7	10
OG7980	P-loop containing nucleoside triphosphate hydrolase [PFAM:Type III restriction enzyme, res subunit]	20	23
OG8	consensus disorder prediction	56	64
OG800	DNA-directed RNA polymerase subunit Rpo5/Rpb5 [PFAM:RNA polymerase Rpb5, C-terminal domain;RNA polymerase Rpb5, N-terminal domain]	33	79
OG8000	Poxvirus F15 [PFAM:Poxvirus protein F15]	14	14
OG8001	Viral protein D9	9	14
OG8041	Histone-like DNA-binding protein [PFAM:Bacterial DNA-binding protein]	626	2511
OG809	Signal transduction response regulator, receiver domain [PFAM:His Kinase A (phospho-acceptor) domain;Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase;Response regulator receiver domain]	1306	18007
OG8094	consensus disorder prediction	10	10
OG811	Cysteine dioxygenase type I [PFAM:Cysteine dioxygenase type I]	25	25
OG813	WASH complex subunit 3 [PFAM:Subunit CCDC53 of WASH complex]	38	90
OG821	ATP-dependent Clp protease proteolytic subunit [PFAM:Clp protease]	3	4
OG8245	Virion core protein, vaccinia E11L type [PFAM:Chordopoxvirus E11 protein]	18	18
OG825	Coil	37	58
OG8262	consensus disorder prediction	3	4
OG834	Ribonuclease III domain [PFAM:Ribonuclease III domain]	6	10
OG839	consensus disorder prediction	1	1
OG8448	Protein of unknown function DUF5765 [PFAM:Family of unknown function (DUF5765)]	6	6
OG8461	DNA ligase, ATP-dependent, N-terminal domain superfamily [PFAM:ATP dependent DNA ligase C terminal region;ATP dependent DNA ligase domain;DNA ligase N terminus]	4	34
OG8482	Core protein A15 [PFAM:Chordopoxvirus A15 protein]	18	18
OG8502	DNA glycosylase	4	6
OG8512	consensus disorder prediction	12	12
OG8516	Protein of unknown function DUF5871 [PFAM:Family of unknown function (DUF5871)]	15	24
OG856	Coil	1	1
OG862	Aminotransferase class-III [PFAM:Aminotransferase class-III]	3036	8799
OG8688	DNA clamp superfamily	7	14
OG8768	Chordopoxvirus A13L [PFAM:Chordopoxvirus A13L protein]	19	19
OG884	consensus disorder prediction	41	50
OG8936	Zinc finger, TFIIS-type [PFAM:Transcription factor S-II (TFIIS)]	14	15
OG8998	consensus disorder prediction	9	10
OG9007	Protein L2 [PFAM:Chordopoxvirus L2 protein]	18	18
OG901	SAP domain [PFAM:SAP domain]	11	19
OG9028	Coil	1	2
OG9140	Thioredoxin-like superfamily	9	11
OG9152	Ribonucleotide reductase small subunit family [PFAM:Ribonucleotide reductase, small chain]	25	311
OG9172	Poxvirus A21 [PFAM:Poxvirus A21 Protein]	15	15
OG918	Polysaccharide pyruvyl transferase [PFAM:Polysaccharide pyruvyl transferase]	12	12
OG9188	consensus disorder prediction	5	6
OG920	consensus disorder prediction	1	1
OG9233	Poxvirus F11 [PFAM:Poxvirus F11 protein]	24	24
OG925	consensus disorder prediction	2	3
OG931	Pseudouridine synthase II, N-terminal [PFAM:TruB family pseudouridylate synthase (N terminal domain)]	6	13
OG9339	Papain-like cysteine peptidase superfamily	2	3
OG9392	Poxvirus virion membrane protein A14.5 [PFAM:Protein of unknown function (DUF1029)]	11	11
OG9415	RNA polymerase, RBP11-like subunit	2	6
OG9427	Chordopoxvirus A35R [PFAM:Chordopoxvirus A35R protein]	19	19
OG9463	Protein kinase-like domain superfamily	7	16
OG9514	Pox virus Ag35 surface protein [PFAM:Pox virus Ag35 surface protein]	20	20
OG9532	Protein of unknown function DUF5767 [PFAM:Family of unknown function (DUF5767)]	7	12
OG955	Coil	4	4
OG9556	Protein-only RNase P, C-terminal [PFAM:Protein-only RNase P]	3	6
OG957	consensus disorder prediction	170	2746
OG9579	Chromosomal protein MC1 superfamily [PFAM:Non-histone chromosomal protein MC1]	9	18
OG960	Protein-tyrosine phosphatase-like [PFAM:Dual specificity phosphatase, catalytic domain]	3	8
OG965	consensus disorder prediction	168	200
OG9702	ERV/ALR sulfhydryl oxidase domain [PFAM:Erv1 / Alr family]	2	2
OG9733	ERV/ALR sulfhydryl oxidase domain [PFAM:Erv1 / Alr family]	12	23
OG975	Peptidase C1A, papain C-terminal [PFAM:Papain family cysteine protease]	4	4
OG9799	consensus disorder prediction	7	8
OG9823	consensus disorder prediction	9	11
OG9842	Protein of unknown function DUF5881 [PFAM:Family of unknown function (DUF5881)]	4	4
OG989	Metallo-dependent phosphatase-like [PFAM:Calcineurin-like phosphoesterase]	110	119
OG993	DAHP synthase, class 1 [PFAM:DAHP synthetase I family]	5	5
PLV_PC_054	P-loop containing nucleoside triphosphate hydrolase [PFAM:Poxvirus A32 protein]	1608	3496
VLTF2	consensus disorder prediction	973	1609
VLTF3	Poxvirus VLTF3, late transcription factor [PFAM:Poxvirus Late Transcription Factor VLTF3 like]	1476	18580
VP_ATPase_1	P-loop containing nucleoside triphosphate hydrolase	1793	2631
VP_ATPase_2	P-loop containing nucleoside triphosphate hydrolase	1763	2380
VP_ATPase_3	P-loop containing nucleoside triphosphate hydrolase	1384	1620
VP_ATPase_4	P-loop containing nucleoside triphosphate hydrolase	1640	1916
VP_MCP_1	consensus disorder prediction	745	811
VP_MCP_2	consensus disorder prediction	701	753
VP_MCP_3	consensus disorder prediction	476	512
VP_MCP_4	consensus disorder prediction	487	520
VP_MCP_5	consensus disorder prediction	539	572
VP_MCP_6	consensus disorder prediction	473	507
VP_MCP_7	consensus disorder prediction	425	446
VP_PRO_1	Papain-like cysteine peptidase superfamily	637	1193
VP_PRO_2	Papain-like cysteine peptidase superfamily	273	479
VP_Penton_1	Minor capsid protein V18/19-like, jelly roll domain superfamily [PFAM:Sputnik minor capsid protein V18/19]	2239	3895
VP_Penton_2	Minor capsid protein V18/19-like, jelly roll domain superfamily [PFAM:Sputnik minor capsid protein V18/19]	2162	3339
VP_Penton_3	Minor capsid protein V18/19-like, jelly roll domain superfamily [PFAM:Sputnik minor capsid protein V18/19]	1225	1706
VP_Penton_4	Minor capsid protein V18/19-like, jelly roll domain superfamily [PFAM:Sputnik minor capsid protein V18/19]	1697	2414
VP_Penton_6	Minor capsid protein V18/19-like, jelly roll domain superfamily [PFAM:Sputnik minor capsid protein V18/19]	1025	1593
VP_Penton_7	Minor capsid protein V18/19-like, jelly roll domain superfamily [PFAM:Sputnik minor capsid protein V18/19]	1143	1773
gamadvirusMCP	Group II dsDNA virus coat/capsid protein [PFAM:Large eukaryotic DNA virus major capsid protein;Major capsid protein N-terminus]	2754	3855
